fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,label
6.6,0.23,0.24,3.9,0.045,36.0,138.0,0.9922,3.15,0.64,11.3,good
11.1,0.87,1.28,40.3,0.205,165.4,142.1,1.01348,3.16,1.04,10.6,good
13.7,1.18,0.97,45.5,0.42,226.6,402.9,1.02458,3.14,1.08,11.3,good
6.5,0.23,0.25,17.3,0.046,15.0,110.0,0.99828,3.15,0.42,9.2,bad
8.8,0.93,0.95,54.8,0.195,221.5,226.9,1.00747,3.03,1.37,10.7,bad
7.0,1.2,1.06,34.5,0.182,210.5,335.7,1.01989,3.18,0.89,11.2,good
9.5,0.72,1.34,40.7,0.241,230.5,257.0,1.01723,3.46,1.38,12.9,good
15.1,1.2,0.76,42.1,0.216,217.1,315.8,1.01725,2.85,1.74,10.7,good
6.5,0.28,0.34,4.6,0.054,22.0,130.0,0.99193,3.2,0.46,12.0,good
11.7,1.05,0.93,40.4,0.275,235.8,400.1,1.02992,3.21,0.88,12.9,good
8.7,0.54,0.26,2.5,0.097,7.0,31.0,0.9976,3.27,0.6,9.3,bad
8.1,1.08,1.02,31.4,0.301,235.4,379.5,1.02045,3.33,1.41,12.4,good
10.6,1.37,0.82,46.4,0.209,170.6,262.3,1.00748,3.2,1.53,10.9,bad
9.3,0.43,0.44,1.9,0.085,9.0,22.0,0.99708,3.28,0.55,9.5,bad
12.8,0.74,1.08,50.8,0.329,170.4,285.6,1.01812,3.0,0.95,11.4,bad
8.1,1.1,0.87,40.8,0.21,150.6,121.3,1.01235,3.1,1.5,11.8,good
10.6,1.19,0.99,41.3,0.155,219.3,387.4,1.01681,3.26,1.54,11.6,bad
7.7,0.29,0.29,4.8,0.06,27.0,156.0,0.99572,3.49,0.59,10.3,bad
8.7,0.61,1.06,54.7,0.297,188.4,271.5,1.0072,3.58,1.05,12.9,good
13.1,1.19,0.83,50.4,0.37,199.5,308.5,1.01548,3.08,0.89,11.6,bad
9.9,1.42,1.1,39.4,0.14,274.0,277.6,1.00708,3.34,1.75,10.7,bad
10.4,0.95,1.35,47.0,0.467,143.2,312.3,1.0123,2.98,1.01,10.8,bad
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,good
11.3,1.05,1.11,38.0,0.126,240.7,204.1,1.0185,3.13,1.18,11.7,good
10.2,0.84,1.37,48.3,0.362,168.0,183.7,1.02446,3.08,1.27,9.6,good
6.9,0.3,0.3,10.55,0.037,4.0,28.0,0.99184,3.07,0.32,12.7,bad
10.9,0.6,1.3,31.8,0.352,104.0,281.6,1.02518,3.28,1.66,12.2,good
8.1,0.33,0.36,7.4,0.037,36.0,156.0,0.99592,3.19,0.54,10.6,bad
13.5,1.19,1.36,44.7,0.263,194.0,284.4,1.01788,3.06,1.19,12.1,good
7.4,0.28,0.5,12.1,0.049,48.0,122.0,0.9973,3.01,0.44,9.0,bad
6.7,0.99,1.21,34.4,0.348,114.6,360.6,1.02235,3.16,1.0,12.7,bad
12.0,1.27,0.92,44.3,0.343,237.8,339.9,1.01236,3.26,0.8,10.9,good
6.8,0.23,0.39,16.1,0.053,71.0,194.0,0.9988,3.18,0.64,10.2,bad
11.5,0.95,1.19,44.6,0.209,246.5,270.6,1.01531,3.09,1.16,12.5,good
6.6,0.545,0.04,2.5,0.031,48.0,111.0,0.9906,3.14,0.32,11.9,bad
6.7,0.48,0.32,1.4,0.021,22.0,121.0,0.9889,3.15,0.53,12.7,good
6.2,0.32,0.24,4.1,0.051,34.0,149.0,0.99306,3.36,0.52,11.0,bad
9.8,1.27,1.3,40.7,0.432,201.4,249.0,1.01389,2.91,1.41,12.6,good
6.5,0.78,0.83,29.9,0.11,179.1,403.4,1.01056,2.95,1.59,14.0,good
9.9,0.35,0.41,2.3,0.083,11.0,61.0,0.9982,3.21,0.5,9.5,bad
6.4,0.8,1.25,54.8,0.225,166.4,331.0,1.01627,3.06,0.86,13.6,bad
12.7,0.99,1.11,48.8,0.226,121.9,356.0,1.01787,2.98,1.29,11.5,good
9.5,1.14,1.07,51.9,0.167,152.9,419.0,1.02533,2.93,1.35,13.0,bad
9.9,1.09,1.04,55.5,0.234,138.5,338.4,1.02358,2.87,1.08,13.1,good
13.4,1.13,1.05,42.6,0.285,197.7,380.8,1.0068,3.12,1.38,11.9,bad
10.0,0.49,0.2,11.0,0.071,13.0,50.0,1.0015,3.16,0.69,9.2,bad
9.6,0.85,1.12,43.0,0.239,122.2,265.3,1.00849,3.26,1.16,12.2,good
6.4,0.31,0.4,6.2,0.04,46.0,169.0,0.9953,3.15,0.46,9.3,bad
9.7,1.15,1.07,45.6,0.223,140.0,293.6,1.01244,2.95,1.54,12.0,bad
6.4,0.125,0.36,1.4,0.044,22.0,68.0,0.99014,3.15,0.5,11.7,good
7.3,0.34,0.22,1.4,0.044,43.0,176.0,0.99286,3.14,0.46,9.9,bad
6.6,0.26,0.46,7.8,0.047,48.0,186.0,0.9958,3.2,0.54,9.1,bad
12.1,0.8,1.37,36.1,0.136,176.9,136.4,1.01588,2.96,0.86,10.2,good
7.0,1.1,1.07,46.2,0.213,67.5,224.4,1.02848,2.99,0.88,13.6,good
10.4,1.28,1.06,37.6,0.184,191.1,383.7,1.011,3.19,1.62,12.2,bad
7.8,0.6,1.42,51.5,0.211,234.8,190.9,1.02551,3.13,0.98,12.0,bad
12.6,1.19,0.9,32.0,0.17,166.6,205.8,1.02116,3.4,1.24,11.7,good
12.9,1.2,1.08,45.0,0.154,229.1,288.2,1.01176,2.89,1.41,11.6,good
9.5,1.19,1.15,49.4,0.423,96.4,189.5,1.00433,3.06,1.1,10.2,good
9.3,1.31,1.01,30.5,0.276,163.4,243.1,1.0209,2.98,1.12,13.0,bad
5.6,0.28,0.4,6.1,0.034,36.0,118.0,0.99144,3.21,0.43,12.1,good
9.6,1.28,0.91,44.5,0.176,157.5,193.0,1.02848,3.25,1.34,12.4,good
6.6,0.32,0.22,16.7,0.046,38.0,133.0,0.9979,3.22,0.67,10.4,bad
10.2,0.83,0.96,42.2,0.355,227.2,273.5,1.02646,2.89,1.62,11.5,bad
8.3,0.71,0.79,38.0,0.146,159.7,150.3,1.01708,2.86,1.24,11.8,bad
6.8,0.21,0.55,14.6,0.053,34.0,159.0,0.99805,2.93,0.44,9.2,bad
9.1,1.28,1.09,57.8,0.304,138.3,290.6,1.01446,3.06,1.17,12.5,good
8.2,0.95,0.77,21.2,0.219,77.2,223.2,1.02826,3.15,1.27,11.4,bad
13.0,0.61,0.98,42.4,0.155,160.7,247.3,1.02439,3.08,1.1,12.2,bad
12.6,0.93,1.19,52.2,0.177,97.8,200.2,1.03086,3.15,1.14,11.4,bad
12.2,0.95,1.01,44.5,0.307,118.0,266.7,1.01088,3.02,1.41,11.6,good
11.2,1.01,1.25,39.0,0.209,170.1,298.0,1.02622,2.9,0.94,12.9,bad
13.6,0.67,1.16,45.3,0.267,126.8,173.7,1.03452,2.88,0.96,10.7,bad
9.6,1.26,1.45,37.0,0.133,219.3,185.4,1.02746,2.94,1.44,10.3,bad
9.4,1.05,1.43,36.8,0.149,252.8,233.5,1.01906,3.22,1.64,11.8,good
10.8,1.41,0.82,45.8,0.41,237.4,390.9,1.00719,3.35,1.46,11.1,bad
5.2,0.365,0.08,13.5,0.041,37.0,142.0,0.997,3.46,0.39,9.9,bad
12.3,0.62,1.2,32.1,0.08,211.1,193.0,1.00686,3.23,0.76,11.3,bad
10.7,0.97,0.91,51.3,0.226,196.6,249.2,1.01114,2.84,0.63,11.5,bad
11.5,1.14,0.72,40.9,0.129,114.7,200.1,1.02006,3.02,1.45,10.5,good
7.6,1.17,0.82,43.2,0.279,211.8,298.8,1.00913,2.92,1.27,10.6,good
6.9,1.0,0.69,39.3,0.245,140.6,325.5,1.01186,3.0,1.29,11.8,bad
6.8,0.3,0.22,6.2,0.06,41.0,190.0,0.99858,3.18,0.51,9.2,bad
7.0,0.45,0.34,19.8,0.04,12.0,67.0,0.9976,3.07,0.38,11.0,bad
12.9,0.95,0.89,43.6,0.319,204.0,352.8,1.00385,2.9,1.59,10.8,good
7.1,0.71,0.0,1.9,0.08,14.0,35.0,0.9972,3.47,0.55,9.4,bad
12.5,0.81,1.06,56.9,0.274,82.0,229.1,1.02475,3.26,1.41,11.6,bad
6.5,0.53,0.06,2.0,0.063,29.0,44.0,0.99489,3.38,0.83,10.3,bad
6.0,0.22,0.28,1.1,0.034,47.0,90.0,0.98862,3.22,0.38,12.6,bad
7.8,0.39,0.26,9.9,0.059,33.0,181.0,0.9955,3.04,0.42,10.9,bad
10.4,0.74,1.13,58.0,0.253,174.7,179.8,1.02118,3.1,0.92,10.3,bad
6.6,0.23,0.29,14.45,0.057,29.0,144.0,0.99756,3.33,0.54,10.2,bad
6.4,0.29,0.21,9.65,0.041,36.0,119.0,0.99334,2.99,0.34,10.93333333,bad
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,good
5.8,0.2,0.16,1.4,0.042,44.0,99.0,0.98912,3.23,0.37,12.2,bad
13.7,1.08,0.76,58.3,0.311,197.8,301.5,1.02367,3.02,1.58,11.7,good
10.8,0.82,1.17,34.1,0.314,240.2,107.4,1.02409,3.3,1.24,10.0,good
11.0,0.87,1.07,45.8,0.345,121.6,174.2,1.02512,3.62,1.17,11.8,bad
13.1,0.61,0.76,48.8,0.252,137.6,350.8,1.02194,3.17,1.55,12.1,bad
6.9,0.84,0.21,4.1,0.074,16.0,65.0,0.99842,3.53,0.72,9.233333333,bad
7.6,0.1,0.33,1.0,0.031,33.0,93.0,0.99094,3.06,0.68,11.2,bad
6.6,0.28,0.42,8.2,0.044,60.0,196.0,0.99562,3.14,0.48,9.4,bad
10.2,0.44,0.58,4.1,0.092,11.0,24.0,0.99745,3.29,0.99,12.0,good
9.9,1.08,0.75,39.5,0.276,100.5,296.9,1.00222,3.15,1.59,12.0,good
10.3,1.04,1.42,58.1,0.288,180.6,361.3,1.02273,3.27,0.71,13.2,bad
11.8,1.35,0.83,45.3,0.132,238.0,383.0,1.00904,2.94,1.54,13.1,bad
7.6,0.49,0.26,1.6,0.236,10.0,88.0,0.9968,3.11,0.8,9.3,bad
10.1,0.66,0.96,45.6,0.238,211.8,310.2,1.00871,3.22,0.99,12.0,good
10.5,1.04,0.93,48.0,0.233,153.0,366.3,1.00828,3.05,1.5,13.4,good
9.0,0.78,0.92,37.5,0.288,168.9,351.3,1.01338,3.02,1.24,13.0,bad
6.0,0.29,0.41,10.8,0.048,55.0,149.0,0.9937,3.09,0.59,10.96666667,good
13.9,0.71,0.78,38.9,0.224,262.5,227.3,1.02568,3.12,0.95,10.1,bad
10.3,1.1,1.15,34.5,0.171,212.3,317.2,1.0259,3.01,1.41,12.5,good
8.9,0.51,0.58,44.8,0.285,103.0,192.0,1.01826,3.07,0.9,11.6,bad
8.9,0.48,0.53,4.0,0.101,3.0,10.0,0.99586,3.21,0.59,12.1,good
12.8,0.72,0.68,44.6,0.144,197.6,314.1,1.00502,3.05,1.43,11.9,good
11.4,0.53,0.91,42.2,0.141,210.5,214.1,1.00992,3.51,1.61,11.3,good
6.8,0.23,0.32,8.6,0.046,47.0,159.0,0.99452,3.08,0.52,10.5,bad
12.4,1.36,1.4,57.1,0.396,69.6,87.6,1.0258,3.28,0.95,11.0,bad
7.6,1.05,0.89,43.2,0.307,155.5,212.9,1.00812,3.04,1.55,12.5,bad
6.8,0.2,0.59,0.9,0.147,38.0,132.0,0.993,3.05,0.38,9.1,bad
7.9,0.51,0.36,6.2,0.051,30.0,173.0,0.9984,3.09,0.53,9.7,bad
10.9,1.05,1.13,23.9,0.227,192.9,127.7,1.01796,2.96,1.03,12.1,good
9.5,1.21,1.23,28.0,0.277,121.5,195.8,1.01716,3.28,1.21,12.3,bad
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,good
9.9,1.15,0.91,50.9,0.173,226.5,167.8,1.00647,3.11,1.59,10.1,good
13.8,0.55,1.33,26.9,0.144,216.3,223.7,1.01536,3.01,1.74,12.0,bad
11.1,1.13,0.94,49.9,0.233,168.8,309.1,1.02212,3.0,1.52,11.6,good
13.5,0.9,1.32,55.3,0.28,165.9,286.1,1.02345,2.9,0.82,10.5,bad
13.7,1.14,1.32,44.8,0.333,175.6,252.9,1.01889,3.11,1.45,10.3,good
13.6,1.36,0.96,50.4,0.407,163.6,256.6,1.00852,2.86,1.49,12.3,good
11.3,1.23,0.61,51.3,0.312,235.4,287.8,1.02139,3.2,1.31,10.2,good
10.1,1.2,0.86,61.0,0.197,135.1,235.4,1.02813,2.86,0.93,12.2,good
10.5,1.27,1.08,48.6,0.223,147.0,224.9,1.01975,3.0,0.59,13.0,good
8.6,0.73,0.99,35.1,0.307,193.0,377.1,1.0242,3.02,1.21,11.7,good
9.1,0.7,1.36,52.7,0.369,121.5,209.8,1.02259,2.94,0.92,11.0,good
9.6,1.01,1.17,48.6,0.123,222.5,219.4,1.01241,2.91,1.1,11.6,good
11.1,0.83,0.9,48.9,0.405,111.1,372.8,1.01869,2.94,1.75,12.6,good
9.0,0.58,0.25,2.0,0.104,8.0,21.0,0.99769,3.27,0.72,9.6,bad
11.3,0.75,0.95,35.7,0.32,177.0,314.2,1.02034,3.17,1.33,12.1,good
13.0,1.04,1.0,50.7,0.432,135.8,259.2,1.02155,2.92,0.54,11.7,good
7.6,0.3,0.25,4.3,0.054,22.0,111.0,0.9956,3.12,0.49,9.2,bad
6.4,0.15,0.31,1.1,0.044,25.0,96.0,0.9932,3.54,0.51,10.3,bad
11.9,0.69,0.51,52.8,0.44,168.1,336.8,1.02202,3.3,0.99,11.4,good
11.7,0.69,0.79,30.5,0.127,126.4,218.7,1.00933,3.21,1.84,12.2,good
7.8,0.13,0.3,1.8,0.04,43.0,179.0,0.9955,3.43,0.41,9.0,bad
10.1,0.9,0.65,39.2,0.443,157.8,277.9,1.01745,3.01,1.35,12.1,good
6.0,0.39,0.17,12.0,0.046,65.0,246.0,0.9976,3.15,0.38,9.0,bad
13.3,1.18,1.21,54.7,0.385,165.6,377.2,1.02854,3.03,1.28,10.8,good
6.6,0.34,0.27,6.2,0.059,23.0,136.0,0.9957,3.3,0.49,10.1,bad
7.1,0.34,0.31,5.2,0.032,36.0,140.0,0.99166,3.35,0.47,12.3,good
14.3,1.05,0.9,52.9,0.254,164.2,387.5,1.02309,3.22,1.38,10.2,good
8.3,0.21,0.4,1.6,0.032,35.0,110.0,0.9907,3.02,0.6,12.9,good
14.5,0.74,1.07,53.8,0.458,171.5,356.3,1.01297,3.19,0.61,10.4,good
6.8,0.26,0.32,7.0,0.041,38.0,118.0,0.9939,3.25,0.52,10.8,bad
13.8,1.18,1.09,35.7,0.085,252.0,288.7,1.00764,3.14,1.12,11.7,good
12.6,1.3,1.15,50.0,0.321,206.4,346.1,1.02031,3.06,1.32,11.6,good
5.8,0.42,0.3,2.2,0.035,26.0,129.0,0.989,3.32,0.47,12.9,bad
8.3,0.76,0.29,4.2,0.075,12.0,16.0,0.9965,3.45,0.68,11.5,bad
7.5,0.2,0.49,1.3,0.031,8.0,97.0,0.9918,3.06,0.62,11.1,bad
8.8,0.89,1.01,35.8,0.143,112.8,228.5,1.00643,3.5,0.89,12.1,good
11.3,0.88,1.2,50.9,0.243,206.6,379.1,1.02364,2.98,1.6,11.0,good
7.6,0.39,0.46,11.7,0.084,55.0,170.0,0.99773,2.91,0.51,9.0,bad
13.4,1.17,1.41,46.9,0.287,273.4,275.3,1.01168,3.23,1.03,10.7,bad
7.9,0.37,0.31,2.85,0.037,5.0,24.0,0.9911,3.19,0.36,11.9,bad
9.8,1.22,0.7,40.6,0.183,232.6,360.1,1.0154,3.31,1.1,10.9,good
7.1,0.32,0.24,13.1,0.05,52.0,204.0,0.998,3.1,0.49,8.8,bad
10.1,0.85,1.11,38.5,0.307,164.5,394.1,1.01519,3.09,0.95,12.6,good
11.1,1.0,0.99,52.9,0.353,212.0,210.5,1.0232,3.0,1.19,13.2,good
9.0,0.31,0.48,6.6,0.043,11.0,73.0,0.9938,2.9,0.38,11.6,bad
13.1,1.17,0.64,48.7,0.31,259.4,374.3,1.02414,3.28,0.57,10.4,bad
12.3,1.06,0.45,48.3,0.118,101.9,173.0,1.01512,3.03,1.35,10.9,bad
13.5,1.46,1.45,38.3,0.324,205.1,320.4,1.02922,2.99,1.22,11.5,bad
9.6,1.17,1.31,53.5,0.34,163.2,117.9,1.01986,2.89,0.92,12.2,bad
12.2,0.93,0.95,20.0,0.101,201.7,277.0,1.02192,2.93,1.52,12.4,good
8.2,1.38,1.26,49.0,0.252,168.1,351.2,1.00922,3.22,1.21,13.8,bad
6.4,0.95,0.9,32.8,0.311,180.1,175.9,1.0179,3.09,0.87,11.3,good
10.5,1.02,1.27,31.8,0.165,195.3,394.2,1.00302,3.37,1.01,11.3,good
11.9,0.68,1.07,46.6,0.261,196.1,335.9,1.01171,3.44,1.08,13.0,bad
5.1,0.33,0.22,1.6,0.027,18.0,89.0,0.9893,3.51,0.38,12.5,good
10.3,0.32,0.45,6.4,0.073,5.0,13.0,0.9976,3.23,0.82,12.6,good
7.2,0.23,0.32,8.5,0.058,47.0,186.0,0.9956,3.19,0.4,9.9,bad
9.1,0.68,0.11,2.8,0.093,11.0,44.0,0.99888,3.31,0.55,9.5,bad
11.3,0.9,0.93,30.7,0.256,223.9,185.7,1.0252,3.36,0.82,11.2,good
13.3,1.01,1.0,38.9,0.285,175.5,318.9,1.00805,3.22,1.39,12.3,bad
10.2,1.16,0.5,42.7,0.238,244.6,163.4,1.00766,3.15,1.3,9.9,good
8.4,0.36,0.32,2.2,0.081,32.0,79.0,0.9964,3.3,0.72,11.0,bad
8.3,0.28,0.45,7.8,0.059,32.0,139.0,0.9972,3.33,0.77,11.2,bad
9.8,1.07,0.97,36.1,0.387,215.7,273.6,1.00544,3.27,1.25,12.3,good
11.6,1.06,0.75,34.8,0.233,197.5,202.2,1.02328,3.03,0.79,12.9,bad
12.1,1.29,1.02,49.8,0.196,211.6,297.5,1.01504,3.38,1.07,10.8,good
5.2,0.36,0.02,1.6,0.031,24.0,104.0,0.9896,3.44,0.35,12.2,bad
9.1,1.09,1.39,60.5,0.381,200.1,256.8,1.02893,3.14,0.86,9.8,good
13.7,0.98,0.88,54.7,0.318,142.0,323.5,1.00832,3.07,1.54,12.2,good
10.6,0.56,1.3,51.7,0.27,106.0,203.2,1.02243,3.09,1.24,13.0,good
10.9,0.98,0.77,51.1,0.314,59.6,313.8,1.01074,2.94,1.37,13.7,good
10.3,1.19,0.86,47.2,0.211,57.3,347.7,1.02079,3.01,0.91,11.9,bad
10.6,0.71,1.01,57.0,0.361,112.2,346.0,1.00822,3.33,0.91,10.9,bad
10.9,1.49,1.27,59.8,0.285,188.3,372.2,1.02141,2.98,1.13,10.9,good
8.3,1.41,1.32,50.5,0.135,236.0,331.6,1.01536,3.25,1.31,10.8,bad
9.5,0.73,0.87,41.8,0.17,171.2,258.7,1.01501,2.91,1.08,13.1,good
9.4,1.38,0.98,50.3,0.347,196.0,383.5,1.02534,3.21,1.32,10.7,good
9.6,1.31,0.76,24.6,0.155,179.2,308.2,1.02583,3.18,1.14,12.2,good
7.8,0.19,0.26,8.9,0.039,42.0,182.0,0.996,3.18,0.46,9.9,bad
10.8,0.66,1.14,53.4,0.255,119.4,226.6,1.02315,3.03,0.84,10.0,good
11.9,1.16,0.93,47.0,0.241,212.1,230.9,1.01077,3.13,1.13,10.5,good
10.6,0.52,1.03,44.0,0.33,108.2,162.0,1.01908,3.4,0.88,9.1,bad
11.7,1.01,0.61,42.0,0.37,174.6,215.0,1.01339,2.94,1.05,11.6,bad
11.7,1.21,1.15,50.6,0.22,206.9,332.1,1.01408,2.9,1.44,10.0,bad
11.3,1.05,1.21,30.0,0.181,148.2,305.8,1.02785,3.29,1.77,12.4,good
12.0,1.21,0.88,40.6,0.419,135.3,256.3,1.01505,3.13,1.19,11.6,bad
7.6,0.36,0.49,11.3,0.046,87.0,221.0,0.9984,3.01,0.43,9.2,bad
11.4,1.13,1.1,45.8,0.46,173.8,315.6,1.01674,3.36,1.12,12.6,good
9.2,1.27,0.71,47.4,0.208,138.4,278.4,1.01071,3.19,1.41,12.4,bad
11.1,1.13,0.94,49.9,0.233,168.8,309.1,1.02212,3.0,1.52,11.6,good
5.0,0.29,0.54,5.7,0.035,54.0,155.0,0.98976,3.27,0.34,12.9,good
8.2,0.72,0.44,52.6,0.296,126.0,387.5,1.018,2.88,1.12,13.1,bad
5.0,0.27,0.32,4.5,0.032,58.0,178.0,0.98956,3.45,0.31,12.6,good
12.0,0.93,0.68,45.3,0.25,146.3,278.8,1.02055,3.03,0.72,11.9,bad
10.2,1.12,1.07,47.4,0.096,112.5,369.7,1.00853,3.02,1.58,12.3,bad
10.7,0.85,1.26,37.4,0.274,91.1,359.7,1.01016,3.42,1.34,11.8,bad
5.9,0.31,0.3,7.7,0.047,60.0,206.0,0.995,3.2,0.39,9.6,bad
4.4,0.46,0.1,2.8,0.024,31.0,111.0,0.98816,3.48,0.34,13.1,bad
13.2,0.85,0.54,50.3,0.373,179.2,343.1,1.00774,2.99,1.31,11.3,good
11.2,1.01,0.63,41.1,0.207,63.9,335.8,1.01694,3.13,1.56,13.0,good
12.9,1.2,1.08,45.0,0.154,229.1,288.2,1.01176,2.89,1.41,11.6,good
10.8,1.41,0.55,52.9,0.207,181.8,380.0,1.01074,2.91,0.83,13.7,good
12.6,1.02,1.03,30.0,0.313,211.5,287.8,1.01398,3.02,1.13,10.7,good
9.0,0.67,0.66,48.4,0.254,178.9,209.7,1.02082,2.8,1.33,11.5,bad
13.0,1.21,0.4,32.8,0.173,237.8,324.5,1.01042,3.13,0.56,11.4,bad
11.7,1.01,0.61,42.0,0.37,174.6,215.0,1.01339,2.94,1.05,11.6,bad
8.6,1.19,0.56,55.4,0.224,216.7,197.9,1.02362,3.08,1.06,11.2,bad
10.1,1.1,0.66,37.5,0.304,192.5,181.0,1.02006,3.2,1.25,11.2,bad
11.4,0.94,0.89,43.1,0.169,198.3,201.6,1.00746,3.26,0.94,10.1,bad
9.7,0.99,1.16,46.4,0.148,115.2,191.7,1.02253,3.32,0.75,10.2,bad
9.9,0.65,0.98,48.8,0.312,94.4,324.3,1.02815,2.92,1.6,12.3,good
8.3,1.19,0.95,52.6,0.279,220.7,279.5,1.00856,3.46,1.11,10.8,good
12.7,1.22,0.95,46.0,0.278,211.6,275.8,1.02511,3.29,1.21,10.8,bad
12.3,1.04,0.86,46.2,0.244,159.1,375.5,1.01113,2.99,0.75,12.2,good
12.9,1.01,0.8,35.4,0.154,192.9,220.9,1.01978,3.14,0.96,10.3,bad
9.5,1.02,1.33,35.4,0.221,184.4,264.7,1.02253,3.06,1.55,11.5,good
9.8,1.01,1.35,48.0,0.281,134.5,225.1,1.01772,2.82,1.75,13.0,bad
6.5,0.35,0.38,7.4,0.036,20.0,196.0,0.99712,3.47,0.48,9.1,bad
12.5,0.82,0.57,37.8,0.208,206.9,291.6,1.02144,3.14,1.18,11.6,good
6.8,0.15,0.32,8.8,0.058,24.0,110.0,0.9972,3.4,0.4,8.8,bad
7.7,0.835,0.0,2.6,0.081,6.0,14.0,0.9975,3.3,0.52,9.3,bad
6.8,0.3,0.29,6.2,0.025,29.0,95.0,0.99071,3.03,0.32,12.9,good
5.7,0.22,0.28,1.3,0.027,26.0,101.0,0.98948,3.35,0.38,12.5,good
7.8,0.57,0.09,2.3,0.065,34.0,45.0,0.99417,3.46,0.74,12.7,good
9.0,1.25,0.91,36.7,0.273,121.9,326.4,1.01205,3.29,1.36,11.3,good
5.4,0.3,0.3,1.2,0.029,25.0,93.0,0.98742,3.31,0.4,13.6,good
8.1,0.43,0.42,6.6,0.033,36.0,141.0,0.9918,2.98,0.39,13.3,good
9.3,1.4,0.37,59.4,0.227,219.0,417.2,1.00721,3.01,1.76,12.5,bad
7.0,0.6,0.12,2.2,0.083,13.0,28.0,0.9966,3.52,0.62,10.2,good
12.3,1.13,1.08,52.8,0.245,186.6,141.1,1.00923,3.15,1.33,11.1,good
12.4,0.94,0.75,39.5,0.362,179.3,391.3,1.01886,2.96,1.16,12.5,bad
11.6,1.24,1.34,55.2,0.416,160.7,361.0,1.01088,3.38,0.64,11.1,bad
7.3,0.97,1.18,34.5,0.174,173.5,327.9,1.02724,3.14,1.19,12.9,good
11.3,0.88,0.56,19.1,0.208,115.0,284.0,1.00796,2.95,1.27,12.3,good
13.1,1.21,1.12,31.9,0.243,201.9,186.8,1.02384,3.24,1.15,11.6,good
6.3,0.39,0.22,2.8,0.048,53.0,173.0,0.99304,3.24,0.45,9.8,bad
13.3,1.08,0.99,24.9,0.223,132.9,297.3,1.01817,3.09,1.37,12.6,bad
11.0,0.76,0.88,38.0,0.446,159.9,140.5,1.02079,3.32,0.86,10.7,bad
10.0,0.86,1.23,42.1,0.183,132.4,310.5,1.01307,3.28,1.26,12.2,good
13.6,1.03,1.2,44.3,0.408,217.0,212.6,1.01582,3.36,1.02,11.1,bad
7.4,0.18,0.24,1.4,0.047,21.0,106.0,0.99383,3.52,0.64,10.5,good
7.0,0.32,0.34,1.3,0.042,20.0,69.0,0.9912,3.31,0.65,12.0,good
10.6,0.53,0.83,27.0,0.444,151.1,275.7,1.0097,3.37,1.54,12.0,bad
6.6,0.29,0.73,2.2,0.027,21.0,92.0,0.99,3.12,0.48,12.4,bad
6.6,0.27,0.49,7.8,0.049,62.0,217.0,0.9959,3.17,0.45,9.4,bad
12.8,1.02,0.84,38.8,0.341,163.3,367.4,1.02828,2.86,1.65,11.0,bad
10.5,1.3,1.29,45.5,0.301,139.2,125.0,1.02523,3.4,1.13,10.7,good
11.0,1.15,0.59,39.8,0.214,235.6,188.2,1.01797,3.0,1.28,11.5,bad
10.4,0.99,1.26,44.9,0.237,235.5,287.3,1.01549,3.1,1.34,12.3,bad
13.3,1.39,1.45,34.1,0.268,227.1,222.8,1.01065,3.02,1.58,11.4,good
6.8,0.22,0.35,5.5,0.043,21.0,114.0,0.9938,3.3,0.53,10.7,good
8.7,0.71,1.01,42.6,0.174,192.1,197.7,1.01925,3.05,1.39,10.5,good
14.2,0.78,1.19,32.7,0.142,225.4,243.4,1.02107,3.04,0.84,12.4,bad
11.7,0.78,1.31,48.3,0.405,88.0,293.3,1.01434,3.01,0.95,11.7,good
7.6,0.645,0.03,1.9,0.086,14.0,57.0,0.9969,3.37,0.46,10.3,bad
11.0,1.1,1.14,51.4,0.257,167.3,320.4,1.00943,3.07,1.23,11.4,bad
10.7,0.73,1.35,38.8,0.318,59.0,191.9,1.02642,3.24,1.32,10.7,bad
7.5,0.53,0.06,2.6,0.086,20.0,44.0,0.9965,3.38,0.59,10.7,bad
6.4,0.15,0.29,1.8,0.044,21.0,115.0,0.99166,3.1,0.38,10.2,bad
6.4,0.22,0.32,12.0,0.066,57.0,158.0,0.9992,3.6,0.43,9.0,bad
6.0,0.38,0.26,3.5,0.035,38.0,111.0,0.98872,3.18,0.47,13.6,good
12.1,0.4,0.52,2.0,0.092,15.0,54.0,1.0,3.03,0.66,10.2,bad
11.6,0.56,0.97,52.3,0.284,129.6,264.4,1.02383,3.13,0.78,11.1,good
6.4,0.38,0.2,5.3,0.117,57.0,181.0,0.99459,3.24,0.43,9.5,bad
7.1,0.43,0.17,1.8,0.082,27.0,51.0,0.99634,3.49,0.64,10.4,bad
10.6,0.32,1.17,28.5,0.51,213.9,281.5,1.02027,3.37,1.73,11.0,good
10.8,1.16,0.68,31.6,0.195,254.7,276.4,1.02196,3.27,0.67,11.0,good
8.1,0.2,0.3,1.3,0.036,7.0,49.0,0.99242,2.99,0.73,10.3,bad
